Transaction_ID,Sender_account,Sender_age,Sender_is_elderly,Receiver_account,Receiver_age,Receiver_is_elderly,Amount,Date,Is_fraud,Sender_gender,Receiver_gender,Type_of_fraud,Method_of_contact,Loss,Time_of_day,Resolution_status
TXN-LUL7JPTG,771854579,73,1,215061901,46,0,107.73,2023-02-13,1,Female,Male,Government Impersonation,In-Person,107.73,Evening,Unreported
TXN-ODBSQH2Z,175648506,87,1,030635852,62,1,213.25,2023-03-29,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-6I9PYQLD,110747451,76,1,972562912,62,1,390.0,2023-05-01,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-JNG7L4LR,586823118,62,1,988350298,41,0,233.31,2023-11-12,1,Male,Female,Government Impersonation,In-Person,233.31,Evening,Unreported
TXN-PNPFZBPR,276139575,47,0,936575986,61,1,175.12,2023-08-17,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-0ODKPXGQ,652397897,19,0,212564862,46,0,747.97,2023-05-25,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-8V4PVKFN,385194737,58,0,497743109,21,0,168.33,2023-02-15,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-V2KN4AR8,877803188,43,0,286201412,44,0,66.1,2023-07-20,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-JNSPSKTR,240670711,89,1,554462378,41,0,197.13,2023-06-16,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-Q2GQ4R40,586126461,90,1,640830322,89,1,253.17,2023-02-15,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-95UCFHZK,011382761,24,0,922907485,43,0,204.34,2023-08-29,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-OB9AU0O2,665926227,24,0,922907485,43,0,62.76,2023-01-05,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-41BTA3RU,386451171,69,1,803638839,34,0,129.41,2023-03-03,1,Female,Male,Tech Support Scam,Phone,129.41,Evening,Resolved
TXN-DVX5UQIN,307798268,31,0,457497252,45,0,299.05,2023-10-23,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-ON1GV7T9,285756779,52,0,730627019,59,0,126.99,2023-07-11,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-QXNJGYFJ,366341213,75,1,871559510,23,0,126.39,2023-04-03,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-6EBKHASP,109449460,71,1,945109232,58,0,187.1,2023-01-08,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-YJBYBE9F,855829815,32,0,081792472,42,0,534.85,2023-09-08,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-992A96GO,414600440,62,1,418532243,21,0,160.47,2023-07-31,1,Female,Female,Romance Scam,Social Media,160.47,Afternoon,Unreported
TXN-R9F5IV86,111373808,64,1,857998797,39,0,408.56,2023-02-17,1,Male,Male,Romance Scam,Social Media,408.56,Afternoon,Reported
TXN-Q5P52DWH,149532577,71,1,364016614,46,0,339.14,2023-06-02,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-1CRHM22S,207468299,89,1,669143326,35,0,339.42,2023-05-17,1,Male,Male,Government Impersonation,In-Person,339.42,Afternoon,Unreported
TXN-MU6H20FE,966953266,37,0,442417711,60,1,39.06,2023-07-08,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-B6AR3Z3Y,956938726,63,1,959880263,24,0,131.1,2023-06-20,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-H8A7B1BB,641389325,74,1,648737533,29,0,142.38,2023-12-18,1,Male,Male,Investment Fraud,Email,142.38,Afternoon,Unreported
TXN-ZUDNMOPG,810037759,20,0,424076025,28,0,89.62,2023-01-18,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-IMPMB8MO,620106699,44,0,328696198,25,0,51.73,2023-11-20,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-WJ0VYSD3,268930513,34,0,030100607,23,0,110.66,2023-07-03,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-XRK1MPLA,500277266,40,0,704771909,72,1,942.1,2023-10-29,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-PMY9PHUR,245378798,61,1,714219781,61,1,58.29,2023-05-02,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-LHHVH8RK,285759615,44,0,362415646,78,1,105.04,2023-10-16,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-OB867KBQ,628694430,88,1,363388455,39,0,192.22,2023-03-08,1,Male,Male,Tech Support Scam,Phone,192.22,Afternoon,Under Investigation
TXN-GOVR9AHE,236809993,72,1,648737533,29,0,74.85,2023-10-30,1,Female,Male,Investment Fraud,Email,74.85,Evening,Reported
TXN-7V6TVQUI,641389325,74,1,408059676,41,0,95.04,2023-10-09,1,Male,Male,Tech Support Scam,Phone,95.04,Evening,Unreported
TXN-DLRYE89F,214500298,89,1,215061901,46,0,100.72,2023-01-27,1,Male,Male,Government Impersonation,In-Person,100.72,Night,Under Investigation
TXN-YYIP1F05,703984810,26,0,271874491,24,0,629.13,2023-12-06,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-KFSUE55O,635036506,77,1,150827706,70,1,588.96,2023-09-03,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-37QO4Z53,674715057,69,1,453651788,44,0,102.55,2023-02-11,1,Female,Male,Investment Fraud,Email,102.55,Afternoon,Resolved
TXN-CGDRVD51,002815992,24,0,916601010,39,0,61.21,2023-11-02,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-KCQY2656,820795579,68,1,091137896,31,0,242.6,2023-09-08,1,Female,Female,Other,Other,242.6,Afternoon,Under Investigation
TXN-HR92NU5V,294062061,38,0,239836384,41,0,289.73,2023-03-27,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-ZRG3UCHM,258109965,46,0,467609283,25,0,349.64,2023-05-22,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-CM0TU2AQ,061062915,83,1,146706210,29,0,76.09,2023-07-10,1,Female,Male,Other,Other,76.09,Afternoon,Unreported
TXN-IPT6UR9X,094349856,86,1,509482316,43,0,69.23,2023-09-28,1,Male,Female,Other,Other,69.23,Evening,Unreported
TXN-PM9DBEZA,172779360,73,1,903486082,28,0,342.8,2023-02-02,1,Male,Male,Government Impersonation,In-Person,342.8,Afternoon,Reported
TXN-IOIV67KA,483334538,83,1,712890569,36,0,406.32,2023-02-18,1,Female,Female,Other,Other,406.32,Morning,Under Investigation
TXN-ZU9F05FD,599509918,31,0,284450553,32,0,41.88,2023-02-12,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-3N9F8XG6,219610946,33,0,054992714,35,0,200.59,2023-11-12,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-FGYOTM7L,048337803,22,0,570462919,31,0,93.25,2023-01-17,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-C30Z117J,855725078,44,0,495246837,34,0,160.25,2023-07-06,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-ZFTRYC9U,192735734,25,0,117396351,37,0,374.17,2023-11-04,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-QZFO30X8,815763202,86,1,897478772,44,0,73.74,2023-05-06,1,Male,Female,Investment Fraud,Email,73.74,Morning,Unreported
TXN-3IMWZKFP,235978881,24,0,469574364,42,0,59.57,2023-10-26,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-P5ZP7R1M,623753913,60,1,668154083,31,0,76.01,2023-09-25,1,Male,Female,Government Impersonation,In-Person,76.01,Evening,Unreported
TXN-BPZO6T6B,713306873,21,0,783893941,87,1,66.21,2023-06-29,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-659HAOJT,268574609,45,0,525232414,44,0,311.1,2023-10-27,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-DW0FGZVR,382469012,82,1,271874491,24,0,932.79,2023-09-07,1,Male,Male,Investment Fraud,Email,932.79,Morning,Unreported
TXN-DL9U16KQ,862393416,35,0,754573823,67,1,40.87,2023-06-06,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-LILB7ZWD,111373808,64,1,178215428,22,0,213.57,2023-04-28,1,Male,Male,Romance Scam,Social Media,213.57,Night,Unreported
TXN-85VO1TK5,950921299,71,1,668154083,31,0,182.14,2023-01-30,1,Male,Female,Government Impersonation,In-Person,182.14,Afternoon,Unreported
TXN-5R8MNQPV,094349856,86,1,606557720,20,0,292.77,2023-05-20,1,Male,Female,Other,Other,292.77,Evening,Under Investigation
TXN-O1VM16MO,619121922,38,0,896619255,73,1,328.07,2023-05-06,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-Y97JYLAQ,804132646,55,0,790991777,64,1,63.86,2023-06-14,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-ECDDKSWZ,790262019,48,0,263863730,80,1,351.99,2023-06-28,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-TGDL970S,819150683,25,0,462479973,54,0,283.41,2023-12-15,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-YVP6MPB4,334310361,60,1,574510887,39,0,56.59,2023-12-02,1,Female,Male,Government Impersonation,In-Person,56.59,Evening,Reported
TXN-KILKCMRC,525557080,58,0,429853029,84,1,160.98,2023-06-26,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-54RYYAHU,915122100,30,0,154407200,82,1,162.94,2023-04-17,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-0DH3EIGB,543001424,23,0,595768704,20,0,359.55,2023-12-31,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-O0LDTZ8B,034318206,36,0,265814270,70,1,42.8,2023-11-27,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-T6FTQT3R,175484941,64,1,236602191,50,0,7.42,2023-04-21,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-3UXH9A1G,876106572,61,1,030100607,23,0,384.95,2023-09-18,1,Male,Female,Other,Other,384.95,Afternoon,Unreported
TXN-ZORCGR42,322455482,36,0,603632297,87,1,183.52,2023-03-14,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-TBOFRDFA,939972143,35,0,323468580,47,0,14.61,2023-12-11,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-PMXHMJSZ,550136331,41,0,237456621,56,0,311.17,2023-11-20,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-OZZ9Z76M,483334538,83,1,461219456,23,0,82.32,2023-08-21,1,Female,Male,Other,Other,82.32,Evening,Reported
TXN-XSNHFT4I,098613238,76,1,818364173,21,0,83.95,2023-02-02,1,Male,Male,Tech Support Scam,Phone,83.95,Evening,Unreported
TXN-YY15PDTB,773314530,48,0,407919288,50,0,134.35,2023-04-12,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-JSSUUQO1,382469012,82,1,408083673,26,0,56.43,2023-02-20,1,Male,Male,Investment Fraud,Email,56.43,Morning,Resolved
TXN-WN4KFA50,115447237,50,0,607011277,44,0,44.65,2023-06-30,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-ZR6KFKLD,174497327,62,1,803638839,34,0,65.86,2023-03-02,1,Female,Male,Tech Support Scam,Phone,65.86,Evening,Reported
TXN-R99ZZCRA,067857303,62,1,428849588,41,0,319.38,2023-07-24,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-6CYIHSZ9,499906879,44,0,682802744,82,1,157.54,2023-11-10,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-6ID36XC5,216984311,37,0,636540030,26,0,64.44,2023-05-13,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-U9JP95F9,075684276,83,1,249315126,35,0,34.97,2023-03-19,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-7JN23648,998525838,62,1,178215428,22,0,454.72,2023-10-29,1,Male,Male,Romance Scam,Social Media,454.72,Afternoon,Unreported
TXN-H9M78WWE,757528252,79,1,120540831,84,1,1292.04,2023-12-12,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-A57HWUE4,893994062,28,0,550136331,41,0,113.25,2023-09-24,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-RT4LBJK6,045913399,21,0,674715057,69,1,309.24,2023-07-25,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-OHR5413J,172779360,73,1,720595113,81,1,298.44,2023-02-04,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-DXAMW2TN,349195935,87,1,839842599,32,0,36.1,2023-02-28,1,Male,Male,Romance Scam,Social Media,36.1,Evening,Unreported
TXN-ZULGTDT2,347012478,18,0,839842599,32,0,242.74,2023-12-30,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-PSIUORTU,512947770,52,0,334310361,60,1,315.42,2023-11-11,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-N9ZKELZ5,338352358,64,1,196130056,38,0,48.59,2023-04-03,1,Male,Female,Other,Other,48.59,Morning,Unreported
TXN-WHGDM5BT,906005353,72,1,739328947,63,1,375.85,2023-08-17,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-CTBLRWU7,700816232,37,0,988184409,40,0,80.15,2023-03-06,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-PKVQOBPL,719825964,21,0,429853029,84,1,401.83,2023-10-14,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-LYUYRJ55,898356828,26,0,300708182,57,0,48.28,2023-08-20,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-Y8NBIQUW,739328947,63,1,215061901,46,0,175.8,2023-12-02,1,Male,Male,Government Impersonation,In-Person,175.8,Morning,Unreported
TXN-35A3GM50,644111853,34,0,200528037,62,1,40.06,2023-07-28,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-SBF5PXHU,612072118,39,0,410760584,85,1,54.01,2023-12-18,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-OXESP7J6,085564737,20,0,510677794,53,0,166.93,2023-11-23,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-KJUN96SM,694101194,48,0,167910922,28,0,143.42,2023-07-10,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-VRD7M1V9,059165865,47,0,494303705,90,1,105.11,2023-11-25,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-ZOHEOTB1,891566476,73,1,123824732,33,0,171.64,2023-11-29,1,Female,Male,Other,Other,171.64,Afternoon,Reported
TXN-ATCPMV0Y,651911797,47,0,285602384,45,0,19.33,2023-09-24,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-SDXK5423,288484583,88,1,484258726,53,0,113.24,2023-03-03,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-LGNGZ8QZ,826159146,24,0,105078666,39,0,152.48,2023-10-30,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-K1W7GR7Y,632832764,38,0,429853029,84,1,64.58,2023-01-01,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-7BWF7CIF,797233790,88,1,366341213,75,1,173.04,2023-09-03,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-RI5ILHR9,267467544,39,0,909496944,60,1,68.54,2023-05-16,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-PTXMQT09,742976666,40,0,844026227,33,0,21.08,2023-03-11,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-0BUVMZ35,839842599,32,0,027855092,84,1,52.59,2023-02-16,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-4FO7PWPX,867267851,18,0,570462919,31,0,626.48,2023-01-01,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-NCKRPEQW,959486184,42,0,471497096,45,0,36.03,2023-02-28,0,Female,Male,Legitimate,Direct,0.0,Night,N/A
TXN-09ZQ0M3H,497743109,21,0,115257751,56,0,34.56,2023-10-21,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-5OK6BU9X,754041955,84,1,424076025,28,0,391.57,2023-09-04,1,Male,Male,Government Impersonation,In-Person,391.57,Afternoon,Unreported
TXN-NK4OWD14,491941149,39,0,047654552,73,1,170.33,2023-01-19,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-GYXVD2DH,159220114,59,0,958392814,36,0,202.61,2023-05-17,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-0AEY9086,916808162,27,0,125173718,60,1,193.74,2023-08-06,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-SUJCKUH1,230730155,57,0,092048514,48,0,73.06,2023-07-22,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-JT70Y2RL,245703907,77,1,136528741,47,0,533.53,2023-01-03,1,Male,Female,Government Impersonation,In-Person,533.53,Afternoon,Reported
TXN-LK7YBZGA,409157429,76,1,789807316,30,0,205.27,2023-03-14,1,Male,Female,Investment Fraud,Email,205.27,Afternoon,Reported
TXN-83CZ6OMK,593749116,88,1,359153605,40,0,64.59,2023-08-29,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-U661T4U6,253548261,20,0,836021998,64,1,273.01,2023-08-24,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-EEUTZEIF,338882805,74,1,032165166,48,0,538.54,2023-10-20,1,Female,Male,Romance Scam,Social Media,538.54,Night,Reported
TXN-FN33VM89,674715057,69,1,408083673,26,0,78.62,2023-01-14,1,Female,Male,Investment Fraud,Email,78.62,Afternoon,Unreported
TXN-N6YHGBKC,804303363,31,0,562333669,24,0,31.23,2023-03-17,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-PA8HYEXF,311727955,65,1,580196799,20,0,167.34,2023-03-22,1,Male,Female,Romance Scam,Social Media,167.34,Morning,Unreported
TXN-C67958VP,720112790,47,0,453991960,49,0,56.12,2023-04-24,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-XNP3ZRCD,965029981,89,1,878358886,38,0,76.54,2023-06-29,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-GH02WPKQ,338352358,64,1,091137896,31,0,102.96,2023-07-30,1,Male,Female,Other,Other,102.96,Evening,Reported
TXN-HTYFMTO5,544189555,49,0,772318048,27,0,80.84,2023-01-01,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-75T0IC0R,292751878,60,1,294062061,38,0,29.48,2023-08-23,1,Female,Female,Investment Fraud,Email,29.48,Evening,Unreported
TXN-GR1NT7FA,786879795,36,0,111053353,68,1,45.74,2023-06-26,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-00VHMYGT,172432881,67,1,276139575,47,0,116.6,2023-12-12,1,Female,Male,Other,Other,116.6,Morning,Unreported
TXN-7I8Y3MHT,250957310,70,1,073370545,55,0,381.34,2023-04-29,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-YXBP7FCZ,455200826,27,0,429414718,36,0,130.58,2023-11-19,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-SA65MJ0B,187860433,31,0,034729406,61,1,88.96,2023-04-18,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-0F6SA222,871535450,36,0,021972273,18,0,184.26,2023-02-18,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-J3XODU64,300708182,57,0,720307302,28,0,104.36,2023-07-05,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-XDF21O75,717114302,61,1,720595113,81,1,114.58,2023-10-08,0,Female,Male,Legitimate,Direct,0.0,Night,N/A
TXN-94IY7X32,408059676,41,0,117066793,32,0,1435.1,2023-02-18,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-E1NT2RZC,111373808,64,1,708577342,44,0,343.52,2023-04-23,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-ZGEHUIQS,409157429,76,1,294062061,38,0,120.49,2023-07-15,1,Male,Female,Investment Fraud,Email,120.49,Morning,Unreported
TXN-6ZHDQAIB,207468299,89,1,772385010,22,0,183.32,2023-03-05,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-O811K4C6,230730155,57,0,748959430,42,0,19.89,2023-09-10,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-Q1J48LSE,334310361,60,1,826159146,24,0,25.95,2023-07-28,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-GC8NKM9L,808308348,43,0,392541578,49,0,316.95,2023-04-19,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-I8W17L6B,694830224,34,0,257888294,37,0,128.42,2023-12-30,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-5680MCN3,680615069,55,0,305713332,46,0,148.7,2023-05-04,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-1I06AIWX,818364173,21,0,731448745,80,1,798.62,2023-03-05,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-5IUUYA68,356569462,47,0,084197117,54,0,162.4,2023-05-21,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-3SM1PPYZ,279304807,39,0,967417932,25,0,224.34,2023-12-29,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-S4KVVRHR,732980933,70,1,066452690,55,0,2163.82,2023-07-31,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-5BYJO7C5,915122100,30,0,408059676,41,0,57.39,2023-02-03,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-59U3SCI4,783893941,87,1,497348124,87,1,415.54,2023-01-05,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-201XCERB,576757257,58,0,827561919,37,0,268.93,2023-09-05,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-SHWA7SLK,925602213,65,1,461219456,23,0,77.21,2023-06-30,1,Male,Male,Other,Other,77.21,Evening,Unreported
TXN-CYSH6XQG,360905654,46,0,256555531,48,0,942.62,2023-09-03,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-RPBLXMH9,267467544,39,0,457497252,45,0,282.7,2023-02-01,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-EY89ZWI9,685683755,40,0,972562912,62,1,336.48,2023-12-09,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-DXIOGUO6,469574364,42,0,029492780,68,1,52.94,2023-09-28,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-E104RP59,150926919,87,1,145193987,27,0,75.18,2023-01-06,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-9DYERXTH,929091906,32,0,791880074,26,0,180.36,2023-07-28,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-ZTVB9WBB,741739735,28,0,016846122,28,0,168.82,2023-11-05,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-ZZ1M7POC,920909014,29,0,718112652,20,0,338.35,2023-11-18,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-2DKZ49FO,050203558,84,1,446002643,46,0,225.94,2023-12-10,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-SUX9L0IJ,118734861,87,1,299775766,29,0,37.82,2023-09-25,1,Female,Female,Investment Fraud,Email,37.82,Evening,Reported
TXN-17VPZVIM,295846763,40,0,242206079,51,0,91.68,2023-01-09,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-KBVPX4NT,425806516,88,1,074678414,24,0,49.89,2023-04-04,1,Male,Female,Romance Scam,Social Media,49.89,Afternoon,Resolved
TXN-O650QGEO,672410971,32,0,948451608,58,0,100.07,2023-04-23,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-T924G1IQ,324142470,27,0,325825305,24,0,75.85,2023-07-04,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-AZMCE71J,074574218,33,0,246938494,76,1,88.25,2023-01-10,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-2JYLCLAZ,078892576,59,0,151519597,57,0,227.46,2023-09-14,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-WG1I77GN,338064353,40,0,032994523,71,1,100.63,2023-04-11,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-J2BS7KGT,586582861,83,1,219610946,33,0,119.93,2023-05-08,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-DEL4B7T0,922907485,43,0,339715135,76,1,230.82,2023-04-09,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-DWF8M7F2,783269302,33,0,408437181,80,1,79.97,2023-04-19,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-411QIZRM,559260221,49,0,753991721,27,0,145.34,2023-07-03,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-81AV1X1W,525232414,44,0,115257751,56,0,164.13,2023-02-17,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-LWCUYFLJ,341696084,38,0,790262019,48,0,170.41,2023-12-03,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-JSFPFMNF,950921299,71,1,146706210,29,0,165.76,2023-01-14,1,Male,Male,Other,Other,165.76,Morning,Unreported
TXN-A62RRB8S,298083132,28,0,940215632,24,0,65.88,2023-11-13,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-64W3U1HB,250817734,87,1,502856351,34,0,488.16,2023-02-08,1,Male,Female,Government Impersonation,In-Person,488.16,Afternoon,Unreported
TXN-8EC4NNZ4,966835850,52,0,269227631,31,0,115.41,2023-08-11,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-RVXJVXGL,666055833,49,0,009399996,19,0,86.45,2023-09-29,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-I5520TKZ,425971817,59,0,956938726,63,1,80.1,2023-07-26,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-TQCZ1LK4,234754555,35,0,798163846,61,1,271.54,2023-08-21,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-B42HHIHX,641389325,74,1,789807316,30,0,597.05,2023-07-17,1,Male,Female,Investment Fraud,Email,597.05,Evening,Unreported
TXN-8YTOIPLX,596499669,21,0,603269164,48,0,99.07,2023-08-05,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-6DDZV7TX,633719211,90,1,178215428,22,0,165.82,2023-05-12,1,Female,Male,Romance Scam,Social Media,165.82,Evening,Reported
TXN-FJO2L16Y,219610946,33,0,770005091,18,0,48.42,2023-01-18,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-YWXM6QKT,773314530,48,0,101140141,37,0,294.15,2023-10-03,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-3SY80W5G,810134796,18,0,841081098,51,0,625.26,2023-04-28,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-K0Y0365M,135031070,89,1,512947770,52,0,177.58,2023-09-12,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
